app_id,app_name,category,rating,one_liner,in_top_10,matched_keywords,relevance_score,match_reason,description_preview
6376,Lily’s Garden: Match & Design,design,4.77,🌻 Transform your space - AI-powered garden design and landscape planning,NO,,,,"Romance? Garden? Puzzles? YES! Lily’s Garden is all this and so much more. Renovate the garden and solve challenging puzzles with this new relaxing and romantic FREE match-3 blast game!

Help Lily ren..."
6377,DoorDash - Food Delivery,food,4.77,"🌸 Flower lover's delight - discover, identify, and care for beautiful blooms",NO,,,,"With more than 310,000 menus and 55,000+ grocery, convenience and retail stores across 4,000+ cities in the U.S., Canada, and Australia, DoorDash offers the greatest online selection of your favorite ..."
7203,"Whatnot: Shop, Sell, Connect",,4.77,🌱 Plant enthusiast tool - everything you need for successful plant care and growth,NO,,,,"Whatnot is the largest live shopping platform in the US, UK, and Europe - we’re a marketplace bringing millions together to shop, sell, and connect around the things they love. From bags to beauty, co..."
8247,Garden Joy: Design Game,design,4.77,🌻 Transform your space - AI-powered garden design and landscape planning,NO,,,,"Design gardens and style patios of beautiful homes. Choose from decor to exotic flowers and plants in the #1 Outdoor Design Game. In this cozy landscaping and gardening simulation, you will: - Design ..."
8123,DoorDash - Food Delivery,delivery,4.77,"🌸 Flower lover's delight - discover, identify, and care for beautiful blooms",NO,,,,"With more than 310,000 menus and 55,000+ grocery, convenience and retail stores across 4,000+ cities in the U.S., Canada, and Australia, DoorDash offers the greatest online selection of your favorite ..."
8210,Venue: Relaxing Design Game,design,4.77,🌱 Plant enthusiast tool - everything you need for successful plant care and growth,NO,,,,"Welcome to VENUE, the ultimate relaxing design game where your creativity comes to life. Transform stunning spaces into dream homes and unforgettable events while enjoying a serene gameplay experience..."
8219,Tile Garden : Tiny Home Design,design,4.77,🌻 Transform your space - AI-powered garden design and landscape planning,NO,,,,"Classic fun, triple tile match & home design Playing fun levels with simple game rules puts your mind at ease. Enjoy this game when your head is complicated after a tiring day. Playing through fun lev..."
8253,Lily’s Garden: Match & Design,design,4.77,🌻 Transform your space - AI-powered garden design and landscape planning,NO,,,,Romance? Garden? Puzzles? YES! Lily’s Garden is all this and so much more. Renovate the garden and solve challenging puzzles with this new relaxing and romantic FREE match-3 blast game! Help Lily reno...
8555,Alinea: Personalized Investing,finance,4.77,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Invest with confidence using Alinea, where investment experts construct portfolios tailored to your goals and AI Allie powers insights that helps you understand and optimize your investments. Track pe..."
8963,Olive Garden Italian Kitchen,Food & Drink,4.76,"🌻 Gardening companion - design, plant, and maintain beautiful garden spaces",NO,,,,"The Olive Garden app conveniently brings your favorites to your fingertips. Browse the menu, place and save To Go orders, save your spot on the waitlist and more, all within a few taps.


Find Your Ol..."
2601,Flora - Green Focus,Productivity,4.76,🌿 Plant-themed productivity - grow your focus while nurturing your green habits,NO,,,,"Flora is a new way to stay off your phone, clear to-do lists, and build positive, life-changing habits. Whenever you want to make progress towards your goals, plant a seed in Flora. As you work hard, ..."
2995,Photo Collage - Collageable,Photo & Video,4.76,"🌸 Flower lover's delight - discover, identify, and care for beautiful blooms",NO,,,,"Easy, No.1 Photo Collage Maker! Create a beautiful photo collage in seconds. The pic collage app is fun to explore. Choose from tons of template designs and photo collage styles! 

The first-choice ap..."
2424,Paperless Music,music,4.76,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Free 90-day trial!

Add your sheet music, guitar tabs, fake books, and scores, and leave your paper behind. Organize, annotate, practice, and perform with the most powerful yet easy-to-use music viewe..."
3548,iDrama: Stream Movies & TV,movies,4.76,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"How to choose from so many short drama applications in the era of short videos? Dive into iDrama - your next must-have short drama app.

We have carefully selected a large number of original short pla..."
3448,Yuno - General knowledge,education,4.76,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Welcome to general knowledge on the go: Yuno is the audio app that boosts your knowledge in quick, easy steps. Just listen to our gripping 10-minute stories, learn new things, and complete fun quizzes..."
6000,Centr: Personal Fitness App,fitness,4.76,🌱 Plant enthusiast tool - everything you need for successful plant care and growth,NO,,,,"Try the Centr App FREE for 7 days, cancel anytime.

CNET: Best Workout Subscription Apps for 2025
Good Housekeeping: The Best Workout Apps for All Fitness Levels
Tom’s Guide: Best iPhone apps in 2025
..."
6526,Deco Neko - Cat Room Design,design,4.76,🌱 Plant enthusiast tool - everything you need for successful plant care and growth,NO,,,,"Did you know cats reduce anxiety?
Sit back and relax as you build the perfect house for your cats in this cute game for cat lovers of all ages. 
 
Decorate your cats room, dress them up with costumes,..."
7134,Planta: Plant & Garden Care,,4.76,"🌱 Complete plant care companion - watering schedules, care tips, and plant health tracking",NO,,,,*EDITORS' CHOICE & APP OF THE DAY* Join 10 million plant lovers and 40 million thriving plants! Transform your space into a lush green oasis—Plantas' team of real plant experts will help you! WHY PLAN...
8595,Centr: Personal Fitness App,fitness,4.76,🌱 Plant enthusiast tool - everything you need for successful plant care and growth,NO,,,,"Try the Centr App FREE for 7 days, cancel anytime. CNET: Best Workout Subscription Apps for 2025 Good Housekeeping: The Best Workout Apps for All Fitness Levels Tom’s Guide: Best iPhone apps in 2025 P..."
4824,Paint by Number Coloring Game,art,4.75,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,Paint by Number is a global-renowned coloring and puzzle game with over 200 million users of all ages. PBN is dedicated to creating a gateway that could take you away from the ordinary and uneventful ...
6063,MIX-Photo Editor & Filters,photo,4.75,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"MIX is an easy-to-use, professional photo editing tool for photography lovers. Featuring powerful editing tools, cinema-grade color toning, and creative functions such as the one-touch Magic Sky edit ..."
6493,Pic Collage Maker PerfectImage,photo,4.75,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Perfect Image is an app that combines photo editing, photo collage, and video collage capabilities. It allows beginners and professionals to easily add text to photos and create photo collages. By usi..."
3043,Home Design : Renovate to Rent,design,4.74,"🏡 Design your green oasis - plan gardens, landscapes, and outdoor living spaces",NO,,,,Give the old homes a complete makeover and rent it to for top dollar! Live the life of a real estate mogul and interior decorator in this newest home design game. Relax by transforming foreclosed home...
3963,Cine-pic: Photo& Video Montage,video,4.74,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Create mesmerizing 15-second video collages that capture the moments of your life in a unique and memorable way. Introducing Cinepic.

Capture The Moment
When you remember an event in your life, a cen..."
3995,Just Eat - Food Delivery,food,4.74,"🌸 Flower lover's delight - discover, identify, and care for beautiful blooms",NO,,,,"On the Just Eat app, you can order food – from pizza and sushi to burgers and kebabs – along with groceries, gifts, flowers and more, all delivered right to your door. With a wide selection of restaur..."
5054,Hell's Kitchen: Match & Design,design,4.74,"🌻 Gardening companion - design, plant, and maintain beautiful garden spaces",NO,,,,"You may think that you can cook, but can you live up to the challenge of running a Hell's Kitchen Restaurant? Help Olivia in this ""Create your own restaurant"" game and face together the biggest challe..."
6258,Lieferando.de,food,4.74,"🌸 Flower lover's delight - discover, identify, and care for beautiful blooms",NO,,,,"With the Lieferando iPhone app, you can order the food you love wherever you are in Germany. From over 37,000 restaurants, supermarkets and convenience stores to choose from, you can enjoy everything ..."
6281,Paint by Number Oil: Hey Color,art,4.74,"🌻 Gardening companion - design, plant, and maintain beautiful garden spaces",NO,,,,"Plunge into the fascinating world of coloring with Hey Color app — a perfect tool to relieve stress & release your inner artist.
 
Want to take your mind off & relax after a busy day? Let stunning art..."
6299,Zoho SalesIQ - Live Chat App,business,4.74,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"""Zoho SalesIQ is a live chat software, website visitor tracking, and analytics app rolled into one platform.""

Description:
Join the 100,000+ people already using Zoho SalesIQ to convert their website..."
6461,"efood delivery: food, grocery",delivery,4.74,"🌸 Flower lover's delight - discover, identify, and care for beautiful blooms",NO,,,,"efood - delivery in Greece

efood is the #1 online delivery platform in Greece and for good reason. It has so much to offer. We’ve brought together food, coffee, supermarkets, local neighborhood shops..."
7705,WindAlert: Wind & Weather Map,,4.74,"🌻 Gardening companion - design, plant, and maintain beautiful garden spaces",NO,,,,"WindAlert gives you the weather in your neighborhood, from observations onsite or right next door, get the most accurate wind speed and wind direction. With over 65,000 proprietary Tempest Weather Sys..."
7826,Paint by Number Oil: Hey Color,art,4.74,"🌻 Gardening companion - design, plant, and maintain beautiful garden spaces",NO,,,,Plunge into the fascinating world of coloring with Hey Color app — a perfect tool to relieve stress & release your inner artist. Want to take your mind off & relax after a busy day? Let stunning artwo...
8151,Just Eat - Food Delivery,delivery,4.74,"🌸 Flower lover's delight - discover, identify, and care for beautiful blooms",NO,,,,"On the Just Eat app, you can order food – from pizza and sushi to burgers and kebabs – along with groceries, gifts, flowers and more, all delivered right to your door. With a wide selection of restaur..."
2214,Thuisbezorgd.nl,Food & Drink,4.73,"🌸 Flower lover's delight - discover, identify, and care for beautiful blooms",NO,,,,"With the Thuisbezorgd app, you can order whatever you love, wherever you are. With a wide variety of restaurants, supermarkets and convenience stores to choose from, you can enjoy everything from burg..."
2493,"Routine Planner, Habit Tracker",Productivity,4.73,🌱 Plant enthusiast tool - everything you need for successful plant care and growth,NO,,,,"TRANSFORM YOUR LIFE WITH ROUTINERY

► Voted 2025 App of the Day by the App Store
► Trusted by 5 Million Users Worldwide

Building a routine is the foundation of a better life, but in today’s busy worl..."
3885,QuickBooks Business Accounting,business,4.73,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"QuickBooks helps millions of customers run their business anytime, anywhere. Amp up efficiency with AI agents, and spend less time on accounting and more time running your business.Whether you're a se..."
4800,B-hyve,productivity,4.73,🌱 Plant enthusiast tool - everything you need for successful plant care and growth,NO,,,,"The B-hyve smart sprinkler timer app allows you to control or monitor your sprinklers from anywhere in the world with the convenience of your smart device. 
 
Smart Watering
Knowing how long and how o..."
5732,FAR/AIM - FAA Pilot Reference,reference,4.73,📚 Plant knowledge base - comprehensive guides for gardening and plant care,NO,,,,"The FAR/AIM in your pocket. This app was built specifically for pilots and aviation professionals. It is a one-stop reference for those who are involved with flying.

Updates? We do them frequently. A..."
6494,Smart Metronome & Tuner,productivity,4.73,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Smart Metronome turns your iPhone into a simple, stylish and very accurate metronome!

It contains three modes; Normal, Repeat and Program.

*** Normal Mode ***
Start practicing instantly, just like w..."
6928,Scofield Reference Bible,reference,4.73,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Get your scofield Bible or scofield reference Bible for with King James Bible text. A student of the word needs to have references to other commentaries so they can learn the word of God well.

As a B..."
7138,Scofield Reference Bible,,4.73,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,Get your scofield Bible or scofield reference Bible for with King James Bible text. A student of the word needs to have references to other commentaries so they can learn the word of God well. As a Bi...
7139,FAR/AIM - FAA Pilot Reference,,4.73,🌱 Plant enthusiast tool - everything you need for successful plant care and growth,NO,,,,The FAR/AIM in your pocket. This app was built specifically for pilots and aviation professionals. It is a one-stop reference for those who are involved with flying. Updates? We do them frequently. Ab...
7837,QuickBooks Business Accounting,business,4.73,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"QuickBooks helps millions of customers run their business anytime, anywhere. Amp up efficiency with AI agents, and spend less time on accounting and more time running your business.Whether you're a se..."
9054,Pixel Art － Color by Number,Games,4.72,"🌻 Gardening companion - design, plant, and maintain beautiful garden spaces",NO,,,,"Get hours of relaxation and fun! Discover more than 40,000 artworks or create your own pixel art. Color. Relax. Enjoy!

Features:

- Meet a brand new feature - Flower Garden! Color unique objects, bui..."
3037,Home Design : Waikiki Life,design,4.72,"🏡 Design your green oasis - plan gardens, landscapes, and outdoor living spaces",NO,,,,Live the life of an interior designer and a real estate mogul in the Aloha state. Be the best designer by helping lucky families transform dreams into reality with amazing home makeovers! Solve fun ma...
5396,Focus Plant: Forest phone lock,productivity,4.72,🌿 Plant-themed productivity - grow your focus while nurturing your green habits,NO,,,,"Have a phone addiction? Want to improve self-control? Want to remove distractions? Let Focus Plant help! 

Save barren landscapes by turning your focus time into raindrops and growing adorable plants...."
5620,Brawl Stars,games,4.72,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Fast paced 3v3 & 5v5 MOBA and Battle Royale made for mobile! Play online with friends or solo across a variety of PvP arena game modes in under three minutes.


Unlock and upgrade dozens of Brawlers w..."
5784,Lists for Writers,creativity,4.72,"🌸 Flower lover's delight - discover, identify, and care for beautiful blooms",NO,,,,"Lists for Writers is a great addition to any writer’s toolbox. Helpful to both novice and expert writers alike, this app delivers list after list of prompts and ideas for your brainstorming sessions: ..."
6427,Radio Tunes - great music 24/7,music,4.72,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,RadioTunes offers over 90 channels of the best music available in a variety of genres. Each one is programmed by a real channel manager who is an expert in that style of music. Find all your favorite ...
8233,Home Design : Waikiki Life,design,4.72,"🏡 Design your green oasis - plan gardens, landscapes, and outdoor living spaces",NO,,,,Live the life of an interior designer and a real estate mogul in the Aloha state. Be the best designer by helping lucky families transform dreams into reality with amazing home makeovers! Solve fun ma...
8711,Brawl Stars,games,4.72,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,Fast paced 3v3 & 5v5 MOBA and Battle Royale made for mobile! Play online with friends or solo across a variety of PvP arena game modes in under three minutes. Unlock and upgrade dozens of Brawlers wit...
2109,Weather Widget®,weather,4.71,"🌸 Flower lover's delight - discover, identify, and care for beautiful blooms",NO,,,,"Looking for an accurate and beautiful weather widget for your iPhone? Weather Widget® is what you need with thousands of unique widget styles, rich functionalities, easily customizable, and powered by..."
2437,AI Garden Design: Landscape AI,design,4.71,🌻 Transform your space - AI-powered garden design and landscape planning,NO,,,,"Design Your Dream Garden In Seconds with AI!

AI Garden Design is the ultimate garden planner and outdoor design app for creating beautiful, personalized outdoor spaces.
Whether you're planning a full..."
2665,ToYou. Grocery & Food Delivery,Food & Drink,4.71,"🌸 Flower lover's delight - discover, identify, and care for beautiful blooms",NO,,,,"The fastest delivery in the Kingdom for food, groceries, gifts, flowers & more.

Hungry? Need groceries or a last-minute gift? ToYou has you covered. 
Order from top restaurants like McDonald's, Albai..."
3808,Tizi Home Design Girl Games,design,4.71,"🏡 Design your green oasis - plan gardens, landscapes, and outdoor living spaces",NO,,,,"Welcome to Tizi Home Design Girl Games – Create Your Own Dream House!



Step into the exciting game world of creativity, imagination, and fun! In Tizi Home Design, you get the chance to explore, deco..."
3854,Country Life Magazine NA,lifestyle,4.71,"🌻 Gardening companion - design, plant, and maintain beautiful garden spaces",NO,,,,"Discover the charm of modern rural life with the digital version of Country Life Magazine, the quintessential English weekly celebrating the very best of British culture, architecture and countryside ..."
4448,MobiOffice docs & PDF editor,productivity,4.71,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"MobiOffice is the smart choice for office productivity. 5 years and 5 million downloads later, we give people the power to create, edit, comment, format, convert, and protect documents, spreadsheets a..."
7013,GQ UK Men's Lifestyle Magazine,lifestyle,4.71,🧘 Nature-connected wellness - bring the calming power of plants into your daily routine,NO,,,,"GQ is the premier men’s magazine, providing the latest in fashion and style advice, revealing sports profiles, tips on fine food and drink, entertainment, sex, politics and more.
 
Packed with authent..."
8198,ToYou. Grocery & Food Delivery,delivery,4.71,"🌸 Flower lover's delight - discover, identify, and care for beautiful blooms",NO,,,,"The fastest delivery in the Kingdom for food, groceries, gifts, flowers & more. Hungry? Need groceries or a last-minute gift? ToYou has you covered. Order from top restaurants like McDonald's, Albaik,..."
2142,Renovate AI : Home Design,design,4.7,"🏡 Design your green oasis - plan gardens, landscapes, and outdoor living spaces",NO,,,,"Discover the future of home design, architectural design, and home renovation with Renovate AI, your go-to solution for creating stunning interiors, exteriors, and landscapes. 

Whether you're plannin..."
3436,Colorfy: Coloring Book Games,art,4.7,"🌻 Gardening companion - design, plant, and maintain beautiful garden spaces",NO,,,,"The ORIGINAL coloring book! Join over 25 million users in a relaxing experience. Paint mandalas, patterns, animals, florals, and thematic images from our artists - or upload your own drawings and give..."
4945,Art Book:Paint Color by Number,art,4.7,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Follow the numbers to get relaxed and create your masterpiece by numbers easily!

Enjoy happy anti-stress drawings full of Nature, Mandalas, Fashion, Animals, Mystery, and more. Art Book Paint Color b..."
5492,Smart Bird ID,reference,4.7,📚 Plant knowledge base - comprehensive guides for gardening and plant care,NO,,,,"Identify birds with your camera or your microphone! Just point to the bird and we'll ID it for you. Over 1000 bird species from the United States (USA) and Canada are available, with plenty more from ..."
5624,Hay Day,games,4.7,🌱 Plant enthusiast tool - everything you need for successful plant care and growth,NO,,,,"Welcome to Hay Day. Build a farm, fish, raise animals, and explore the Valley. Farm, decorate, and customize your own slice of country paradise.

Farming has never been easier or more fun! Crops like ..."
8224,Renovate AI : Home Design,design,4.7,"🏡 Design your green oasis - plan gardens, landscapes, and outdoor living spaces",NO,,,,"Discover the future of home design, architectural design, and home renovation with Renovate AI, your go-to solution for creating stunning interiors, exteriors, and landscapes. Whether you're planning ..."
8668,Hay Day,games,4.7,🌱 Plant enthusiast tool - everything you need for successful plant care and growth,NO,,,,"Welcome to Hay Day. Build a farm, fish, raise animals, and explore the Valley. Farm, decorate, and customize your own slice of country paradise. Farming has never been easier or more fun! Crops like w..."
8929,ThemePack: Widgets & Wallpaper,design,4.69,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"# Popular on the App Store #
# Top Free Graphic Design App #

ThemePack is a free app with aesthetic app icons, awesome wallpapers, and stylish widgets, which helps you customize your home screen and ..."
9033,Dianping: Discover Good Places,Lifestyle,4.69,"🌸 Flower lover's delight - discover, identify, and care for beautiful blooms",NO,,,,"Dianping is a platform focused on sharing local lifestyle consumption methods, helping everyone explore and discover exciting places both inside and outside the city, enriching leisure time.

Not only..."
2287,VSCO: Photo Editor & Presets,Photo & Video,4.69,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"VSCO — community, tools, and exposure for all photographers.

VSCO is a community-driven platform that equips photographers to expand creatively and professionally. We empower photographers to connect..."
3038,My Home Design Story,design,4.69,"🏡 Design your green oasis - plan gardens, landscapes, and outdoor living spaces",NO,,,,Romance? Decorate? Puzzles? YES! My Home Design Story : Episode Choices is all this and so much more. Renovate the garden and solve challenging puzzles with this new relaxing and romantic FREE match-3...
3283,Jillian Michaels | Fitness App,Health & Fitness,4.69,🧘 Nature-connected wellness - bring the calming power of plants into your daily routine,NO,,,,"Subscribe to Jillian Michaels | The Fitness App and get beach body ready with the most comprehensive customizable fitness, nutrition, and mindfulness features all on one seamless platform.

Try a 7-da..."
3183,Royal Match,Games,4.69,"🌻 Gardening companion - design, plant, and maintain beautiful garden spaces",NO,,,,King Robert needs your help to restore Royal Castle’s former glory. Break the obstacles and combine amazing power-ups to beat joyful and challenging levels! Keep unlocking wonderful areas by playing f...
4958,Gardenscapes,games,4.69,"🌱 Virtual gardening adventure - grow, design, and manage your digital garden",NO,,,,"Welcome to Gardenscapes, the first game from the Playrix Scapes™ series! Make match-3 combinations and bring coziness and beauty to every corner of your garden.

Solve fun puzzles, restore and explore..."
5178,Room Flip™ Dream House Design,design,4.69,"🌻 Gardening companion - design, plant, and maintain beautiful garden spaces",NO,,,,"Love Home Design Makeover games? Want to decorate and remodel property homes? Welcome to Room Flip – become the star of a sassy one-of-a-kind interior decorating reality TV show game.

GAME FEATURES:
..."
6429,Focus Tree – Focus Timer,productivity,4.69,🌿 Plant-themed productivity - grow your focus while nurturing your green habits,NO,,,,"Can't stop scrolling? You spend too much time on your phone? Focus Tree is a new-kind of productivity app leveraging the power of communities and web3 to protect your most precious asset: time

We hel..."
6996,Fawesome,movies,4.69,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Watch 150,000+ free movies and TV shows instantly on Fawesome—with no subscription, sign-up, or login required. Enjoy Hollywood blockbusters, cult classics, trending hits, family favorites, and hidden..."
8297,Room Flip™ Dream House Design,design,4.69,"🌻 Gardening companion - design, plant, and maintain beautiful garden spaces",NO,,,,Love Home Design Makeover games? Want to decorate and remodel property homes? Welcome to Room Flip – become the star of a sassy one-of-a-kind interior decorating reality TV show game. GAME FEATURES: -...
8655,Royal Match,games,4.69,"🌻 Gardening companion - design, plant, and maintain beautiful garden spaces",NO,,,,King Robert needs your help to restore Royal Castle’s former glory. Break the obstacles and combine amazing power-ups to beat joyful and challenging levels! Keep unlocking wonderful areas by playing f...
8693,Gardenscapes,games,4.69,"🌱 Virtual gardening adventure - grow, design, and manage your digital garden",NO,,,,"Welcome to Gardenscapes, the first game from the Playrix Scapes™ series! Make match-3 combinations and bring coziness and beauty to every corner of your garden. Solve fun puzzles, restore and explore ..."
2190,Mobills - Budget Planner,Finance,4.68,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"With Mobills you can take control of your finances in a few minutes and have financial peace of mind every month.

Mobills is a budget planning app that allows you to create a custom monthly budget th..."
2413,Scan Hero: PDF Scanner App,utilities,4.68,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Looking for a mobile assistant? Try the Scan Hero app to corral your paperwork and scan documents on the go! 
Scan Hero helps you run your business in the ever-changing digital world. Scan documents t..."
3475,Box Tops for Education™,education,4.68,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Make a difference for schools every time you shop! Download the Box Tops for Education app to start earning today.


~ HOW IT WORKS ~

1.  BUY Box Tops products you already know and love.

2.  SCAN yo..."
4995,Plants vs. Zombies™ 2,games,4.68,🎯 Plant-powered gaming - strategy and fun with botanical themes,NO,,,,"Play the award-winning hit action-strategy adventure where you meet, greet, and defeat legions of hilarious zombies from the dawn of time, to the end of days. Amass an army of amazing plants, supercha..."
8690,Plants vs. Zombies™ 2,games,4.68,🎯 Plant-powered gaming - strategy and fun with botanical themes,NO,,,,"Play the award-winning hit action-strategy adventure where you meet, greet, and defeat legions of hilarious zombies from the dawn of time, to the end of days. Amass an army of amazing plants, supercha..."
5905,28 Period & Cycle Tracker,wellness,4.67,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Get daily exercise videos, nutrition profiles, and emotional insights customized to your body's natural cycle. 

28 is the world's first cycle-based fitness and wellness experience offering cycle trac..."
2678,"Aura: Meditation & Sleep, CBT",Health & Fitness,4.67,🧘 Nature-connected wellness - bring the calming power of plants into your daily routine,NO,,,,"Find peace every day with Aura, the Best of Apple award winner.

Transform your wellbeing & sleep with the world's most personalized, all-in-one app for mental wellness. 

** Featured on: The New York..."
7738,28 Period & Cycle Tracker,,4.67,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Get daily exercise videos, nutrition profiles, and emotional insights customized to your body's natural cycle. 28 is the world's first cycle-based fitness and wellness experience offering cycle tracki..."
2198,Skip - Food & Grocery Delivery,Food & Drink,4.66,"🌸 Flower lover's delight - discover, identify, and care for beautiful blooms",NO,,,,"In a world where traffic, wait times, and long lines make everyday tasks feel like a massive hassle, we’re here to help you skip to the good part.

Skip is Canada’s homegrown delivery app—trusted by 5..."
2351,AI Mirror: AI Photo Editor,Photo & Video,4.66,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,AI Mirror is the ultimate AI-powered photo editor and video creator. Instantly transform your images and videos with dozens of AI filters and style transformations—turn snapshots into anime characters...
3044,Home Design : Word Life,design,4.66,"🏡 Design your green oasis - plan gardens, landscapes, and outdoor living spaces",NO,,,,"Solve crosswords to help design, customize and decorate the perfect dream home with beautiful decor. Play the best Home Design mobile word game with the most trending word puzzle mode. Become the best..."
3784,Adorable Home,design,4.66,"🏡 Design your green oasis - plan gardens, landscapes, and outdoor living spaces",NO,,,,"You and your partner have just moved to a new home in the suburbs with your furry companion, an adorable cat named Snow. What to do first? Let's clean up so you can start decorating!

There's a couch,..."
4951,Design Masters: Home Simulator,design,4.66,"🏡 Design your green oasis - plan gardens, landscapes, and outdoor living spaces",NO,,,,Dive into Design Masters: Home Simulator! Create stunning interiors and transform your home using magicplan. Explore your creative side as you plan realistic floorplans and design beautiful landscapes...
5261,RoadWarrior Route Planner,navigation,4.66,"🌸 Flower lover's delight - discover, identify, and care for beautiful blooms",NO,,,,"Create reliable multi-destination routes with your trusty copilot, RoadWarrior Route Planner. Designed for drivers, couriers and traveling professionals, RoadWarrior gives you a customized route based..."
8159,Skip - Food & Grocery Delivery,delivery,4.66,"🌸 Flower lover's delight - discover, identify, and care for beautiful blooms",NO,,,,"In a world where traffic, wait times, and long lines make everyday tasks feel like a massive hassle, we’re here to help you skip to the good part. Skip is Canada’s homegrown delivery app—trusted by 5+..."
8254,Home Design : Word Life,design,4.66,"🏡 Design your green oasis - plan gardens, landscapes, and outdoor living spaces",NO,,,,"Solve crosswords to help design, customize and decorate the perfect dream home with beautiful decor. Play the best Home Design mobile word game with the most trending word puzzle mode. Become the best..."
8258,Design Masters: Home Simulator,design,4.66,"🏡 Design your green oasis - plan gardens, landscapes, and outdoor living spaces",NO,,,,Dive into Design Masters: Home Simulator! Create stunning interiors and transform your home using magicplan. Explore your creative side as you plan realistic floorplans and design beautiful landscapes...
8293,Adorable Home,design,4.66,"🏡 Design your green oasis - plan gardens, landscapes, and outdoor living spaces",NO,,,,"You and your partner have just moved to a new home in the suburbs with your furry companion, an adorable cat named Snow. What to do first? Let's clean up so you can start decorating! There's a couch, ..."
8995,Deliveroo: Food & Shopping,Food & Drink,4.65,"🌸 Flower lover's delight - discover, identify, and care for beautiful blooms",NO,,,,"Hungry? Get your favorite meals, takeout and groceries delivered to your door in minutes with Deliveroo. From local gems to big-name brands, discover thousands of restaurants and supermarkets near you..."
6257,Vont - Text on Videos,video,4.65,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Vont is a simple app that allows you to add text to videos. 

・ More than 400 fonts are available. 
・ You can install other fonts. 
・ Text size is changeable. 
・ Text color is changeable. 
・ Text grad..."
8130,Deliveroo: Food & Shopping,delivery,4.65,"🌸 Flower lover's delight - discover, identify, and care for beautiful blooms",NO,,,,"Hungry? Get your favorite meals, takeout and groceries delivered to your door in minutes with Deliveroo. From local gems to big-name brands, discover thousands of restaurants and supermarkets near you..."
8856,Food Coupons Deals Fast Reward,Food & Drink,4.64,"🌻 Gardening companion - design, plant, and maintain beautiful garden spaces",NO,,,,"Free Coupons for your Favorite Fast Food plus Money Saving food deals for Nearby Restaurants.

We donate and volunteer at our local food bank.

""This app, BuyVia, is phenomenal!""  - The Today Show
As ..."
2225,Picture Insect: Bug Identifier,Education,4.64,📚 Plant knowledge base - comprehensive guides for gardening and plant care,NO,,,,"Picture insect is an easy-to-use insect identifier tool that utilizes AI technology. Simply take a photo of an insect or upload one from your phone gallery, and the app will tell you all about it in a..."
2697,Ounass Luxury Shopping اُناس,Shopping,4.64,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"The Middle East’s Definitive Home of Luxury. Shop women, men and kids clothing, shoes, bags, accessories, fine jewellery, beauty and home from the best international and local designers. 

Why our cus..."
2706,DIRECTV: Live TV + Streaming,streaming,4.64,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"The DIRECTV app offers TV programming in a variety of flexible streaming options, available everywhere in the U.S. From live TV channels to On Demand programming, DIRECTV gives you today's way to watc..."
3682,Logo Maker - Logo Design Shop,design,4.64,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Logo Maker - Logo design shop lets you create a stunning logo for your business in seconds, even if you have no design skills. Logo Maker allows you to create logo, icons, symbols, watermark, business..."
5022,CHEERZ - Photo Printing,photo,4.64,🌱 Plant enthusiast tool - everything you need for successful plant care and growth,NO,,,,"Cheerz, making photo printing easy ! 
Order your photo prints directly from your phone: photo albums, photo prints, magnets, frames, posters... All from the comfort of your own home. Magical, isn't it..."
